data,campanha,sub_id,categoria,status,orcamento_dia,gasto_sem_imposto,gasto_com_imposto,comissao_bruta,comissao_liquida,pedidos,diretos,cliques,impressoes,cpc,com_instagram,com_whatsapp,com_outros
2026-05-29,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,25.39,28.9,40.18,37.77,14,4,254,6013,0.1,34.31,3.23,2.64
2026-05-29,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,39.51,44.97,47.88,45.01,21,6,494,14043,0.08,39.61,5.7,2.57
2026-05-29,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,23.93,27.24,30.79,28.94,16,4,342,9842,0.07,26.03,3.39,1.37
2026-05-29,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,33.01,37.58,23.94,22.5,10,4,300,9266,0.11,20.52,2.09,1.33
2026-05-29,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,49.18,55.98,54.12,50.87,29,9,546,15245,0.09,46.18,5.69,2.25
2026-05-29,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,57.14,65.04,164.05,154.21,67,16,714,22584,0.08,140.44,15.49,8.12
2026-05-29,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,13.99,15.92,6.48,6.09,3,1,117,3496,0.12,5.59,0.66,0.23
2026-05-30,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,49.5,56.35,120.18,112.97,68,24,825,24385,0.06,101.06,12.0,7.12
2026-05-30,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,30.67,34.91,36.99,34.77,14,4,180,4051,0.17,31.29,3.98,1.72
2026-05-30,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,40.15,45.7,88.4,83.1,34,9,446,11077,0.09,73.92,10.09,4.39
2026-05-30,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,24.09,27.42,31.9,29.99,14,5,301,9172,0.08,26.37,3.56,1.97
2026-05-30,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,36.58,41.64,63.8,59.97,27,8,281,6890,0.13,56.12,5.23,2.45
2026-05-30,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,51.39,58.5,128.55,120.84,77,21,514,14109,0.1,110.05,13.0,5.5
2026-05-30,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,61.12,69.57,199.19,187.24,95,23,1019,24234,0.06,164.3,25.73,9.16
2026-05-30,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,13.66,15.55,9.03,8.49,4,1,98,2318,0.14,7.73,0.83,0.47
2026-05-31,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,48.36,55.05,123.02,115.64,96,29,604,14701,0.08,103.45,13.18,6.39
2026-05-31,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,29.87,34.0,33.19,31.2,12,4,272,7136,0.11,28.78,2.54,1.87
2026-05-31,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,41.48,47.22,124.15,116.7,49,15,691,17248,0.06,105.35,13.29,5.51
2026-05-31,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,27.03,30.77,26.71,25.11,12,4,270,6288,0.1,22.89,2.5,1.32
2026-05-31,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,36.55,41.6,38.89,36.56,17,4,406,12028,0.09,33.77,3.36,1.76
2026-05-31,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,49.86,56.76,124.17,116.72,67,17,623,14937,0.08,105.09,12.38,6.7
2026-05-31,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,50.07,56.99,139.67,131.29,66,18,556,15577,0.09,115.56,13.92,10.19
2026-05-31,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,14.7,16.73,3.5,3.29,2,1,105,2610,0.14,3.01,0.34,0.15
2026-06-01,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,44.46,50.61,79.27,74.51,34,10,635,18061,0.07,67.1,8.63,3.54
2026-06-01,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,29.48,33.56,34.82,32.73,13,3,184,5469,0.16,29.51,3.41,1.9
2026-06-01,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,42.65,48.55,74.41,69.95,35,10,426,10457,0.1,63.46,6.29,4.66
2026-06-01,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,22.11,25.17,6.54,6.15,4,1,201,6323,0.11,5.54,0.72,0.28
2026-06-01,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,32.39,36.87,55.69,52.35,25,8,249,8147,0.13,45.54,6.38,3.77
2026-06-01,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,45.02,51.25,123.64,116.22,61,20,750,20776,0.06,105.59,10.24,7.81
2026-06-01,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,56.02,63.77,186.49,175.3,112,37,509,15018,0.11,157.3,21.09,8.1
2026-06-01,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,13.42,15.28,9.59,9.01,4,1,103,2884,0.13,8.11,1.07,0.41
2026-06-02,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,45.35,51.62,79.9,75.11,41,10,567,18584,0.08,68.39,7.77,3.74
2026-06-02,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,32.76,37.29,27.8,26.13,10,3,172,4105,0.19,23.38,2.73,1.69
2026-06-02,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,39.45,44.91,41.51,39.02,19,5,359,11068,0.11,34.0,4.85,2.66
2026-06-02,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,24.77,28.2,18.1,17.01,8,2,225,7368,0.11,15.38,1.87,0.85
2026-06-02,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,33.58,38.22,65.24,61.33,27,7,305,10119,0.11,54.09,7.05,4.1
2026-06-02,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,44.8,51.0,103.48,97.27,57,17,448,10738,0.1,88.41,9.85,5.22
2026-06-02,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,55.31,62.96,158.51,149.0,68,19,691,22872,0.08,134.72,16.66,7.13
2026-06-02,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,13.84,15.75,6.94,6.52,3,1,63,1948,0.22,5.88,0.72,0.34
2026-06-03,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,38.16,43.44,84.07,79.03,42,14,763,23908,0.05,71.48,8.82,3.77
2026-06-03,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,28.7,32.67,30.72,28.88,12,4,239,5810,0.12,25.78,2.99,1.95
2026-06-03,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,35.75,40.69,48.49,45.58,28,8,397,13058,0.09,41.25,4.87,2.37
2026-06-03,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,22.14,25.2,15.15,14.24,7,2,138,3759,0.16,12.75,1.6,0.8
2026-06-03,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,30.93,35.21,62.03,58.31,25,7,344,10375,0.09,53.12,5.39,3.52
2026-06-03,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,44.63,50.8,99.45,93.48,54,19,496,16239,0.09,85.14,10.48,3.83
2026-06-03,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,57.37,65.3,145.76,137.01,66,18,574,16156,0.1,124.3,14.22,7.24
2026-06-03,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,13.42,15.28,7.22,6.79,3,1,112,3571,0.12,6.24,0.67,0.31
2026-06-04,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,41.5,47.24,108.53,102.02,55,16,519,12725,0.08,92.76,9.52,6.25
2026-06-04,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,30.97,35.25,42.47,39.92,16,5,194,4476,0.16,35.88,4.31,2.28
2026-06-04,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,39.75,45.25,89.01,83.67,41,10,361,9602,0.11,75.33,9.91,3.77
2026-06-04,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,23.06,26.25,22.27,20.93,11,4,231,5668,0.1,19.43,1.85,0.99
2026-06-04,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,38.5,43.82,39.03,36.69,16,5,350,8900,0.11,33.45,3.21,2.37
2026-06-04,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,54.42,61.95,178.45,167.74,85,23,1088,25967,0.05,148.87,18.4,11.18
2026-06-04,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,56.82,64.68,118.8,111.67,50,17,517,16753,0.11,100.27,12.92,5.61
2026-06-04,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,14.65,16.68,16.37,15.39,6,2,77,2151,0.19,13.81,1.62,0.94
2026-06-05,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,44.79,50.98,83.89,78.86,62,15,560,16910,0.08,73.19,6.96,3.74
2026-06-05,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,27.64,31.46,44.11,41.46,17,5,395,11192,0.07,38.43,3.78,1.9
2026-06-05,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,38.4,43.71,64.88,60.99,32,8,274,6788,0.14,53.79,7.59,3.5
2026-06-05,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,24.86,28.3,27.56,25.91,14,4,155,3940,0.16,23.81,2.38,1.37
2026-06-05,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,37.24,42.39,49.91,46.92,24,7,414,10119,0.09,42.3,5.05,2.56
2026-06-05,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,48.33,55.01,91.44,85.95,48,13,604,18772,0.08,77.65,9.45,4.34
2026-06-05,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,54.56,62.11,136.95,128.73,61,21,779,18703,0.07,113.62,16.19,7.14
2026-06-05,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,13.59,15.47,11.37,10.69,5,1,97,3156,0.14,9.89,0.9,0.58
2026-06-06,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,47.75,54.35,91.43,85.94,46,11,597,13876,0.08,76.92,9.47,5.04
2026-06-06,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,30.02,34.17,22.7,21.34,8,3,231,7224,0.13,19.61,2.2,0.89
2026-06-06,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,39.21,44.63,87.03,81.81,38,10,490,15683,0.08,71.83,9.04,6.16
2026-06-06,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,24.32,27.68,12.34,11.6,6,2,221,6291,0.11,10.55,1.21,0.58
2026-06-06,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,33.79,38.46,83.57,78.56,37,10,260,7325,0.13,70.06,8.45,5.06
2026-06-06,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,48.83,55.58,126.64,119.04,60,19,543,17473,0.09,103.58,17.77,5.29
2026-06-06,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,66.0,75.13,148.01,139.13,69,24,660,18133,0.1,128.39,13.59,6.03
2026-06-06,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,15.22,17.32,7.27,6.83,3,1,117,3826,0.13,6.2,0.76,0.31
2026-06-07,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,44.99,51.21,54.19,50.94,29,9,643,20845,0.07,47.16,4.4,2.63
2026-06-07,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,29.59,33.68,47.32,44.48,20,5,247,7291,0.12,40.48,4.95,1.89
2026-06-07,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,44.0,50.09,78.18,73.49,33,10,400,11084,0.11,67.41,8.12,2.65
2026-06-07,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,24.41,27.79,37.94,35.66,19,5,271,7141,0.09,31.78,4.1,2.06
2026-06-07,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,33.01,37.58,54.98,51.68,22,6,220,5227,0.15,47.59,5.61,1.78
2026-06-07,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,46.68,53.14,97.53,91.68,49,13,667,17794,0.07,81.35,12.68,3.5
2026-06-07,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,64.68,73.63,136.6,128.4,59,20,719,20830,0.09,115.35,13.16,8.09
2026-06-07,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,14.4,16.39,13.35,12.55,5,2,96,2813,0.15,11.59,1.14,0.62
2026-06-08,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,39.62,45.1,85.66,80.52,44,15,495,13216,0.08,75.23,6.71,3.72
2026-06-08,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,27.47,31.27,17.86,16.79,7,2,305,8961,0.09,14.88,1.86,1.12
2026-06-08,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,35.0,39.84,63.93,60.09,32,8,318,10368,0.11,54.79,6.61,2.53
2026-06-08,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,26.14,29.76,33.34,31.34,15,4,201,5987,0.13,28.45,3.28,1.61
2026-06-08,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,37.86,43.1,27.76,26.09,11,3,316,8411,0.12,23.56,2.74,1.46
2026-06-08,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,50.72,57.73,118.04,110.96,54,15,564,15911,0.09,102.76,10.65,4.63
2026-06-08,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,54.24,61.74,194.4,182.74,93,22,542,13462,0.1,162.24,21.03,11.13
2026-06-08,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,14.86,16.92,6.56,6.17,3,1,83,2246,0.18,5.71,0.58,0.27
2026-06-09,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,38.34,43.64,89.88,84.49,47,15,383,11460,0.1,77.24,9.64,3.0
2026-06-09,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,27.69,31.52,25.12,23.61,9,3,277,8428,0.1,21.01,2.99,1.12
2026-06-09,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,38.59,43.93,62.5,58.75,30,8,351,10566,0.11,53.77,5.63,3.1
2026-06-09,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,22.61,25.74,20.09,18.88,10,3,174,3882,0.13,16.98,1.89,1.22
2026-06-09,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,32.37,36.85,40.64,38.2,16,4,270,7305,0.12,34.83,3.89,1.92
2026-06-09,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,43.17,49.14,83.34,78.34,44,12,720,20757,0.06,72.77,7.81,2.76
2026-06-09,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,57.88,65.88,132.86,124.89,75,26,579,13517,0.1,114.02,11.89,6.95
2026-06-09,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,12.5,14.23,11.6,10.9,5,1,96,2518,0.13,9.5,1.32,0.78
2026-06-10,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,42.48,48.35,65.88,61.93,50,14,850,20704,0.05,56.32,6.6,2.96
2026-06-10,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,27.23,31.0,48.36,45.46,17,5,340,9802,0.08,40.96,4.5,2.9
2026-06-10,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,36.61,41.67,80.6,75.76,34,8,305,7679,0.12,67.37,9.92,3.31
2026-06-10,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,23.84,27.14,29.04,27.3,13,5,170,4501,0.14,24.15,3.53,1.36
2026-06-10,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,34.05,38.76,102.96,96.78,38,10,340,9157,0.1,88.37,9.67,4.92
2026-06-10,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,44.05,50.14,144.19,135.54,69,17,489,13398,0.09,121.33,15.4,7.46
2026-06-10,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,54.56,62.11,132.62,124.66,59,18,779,20098,0.07,114.14,14.17,4.31
2026-06-10,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,14.82,16.87,6.01,5.65,3,1,93,2512,0.16,5.09,0.64,0.28
2026-06-11,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,44.19,50.3,129.54,121.77,78,18,884,28348,0.05,108.8,13.12,7.62
2026-06-11,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,28.13,32.02,58.36,54.86,22,5,176,5751,0.16,48.64,5.37,4.35
2026-06-11,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,36.71,41.79,87.2,81.97,42,15,459,10611,0.08,72.95,10.43,3.82
2026-06-11,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,23.38,26.61,13.61,12.79,6,2,213,6755,0.11,11.26,1.75,0.6
2026-06-11,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,33.91,38.6,47.86,44.99,20,5,283,7088,0.12,40.47,4.77,2.62
2026-06-11,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,43.11,49.07,102.7,96.54,58,20,616,14402,0.07,86.92,8.47,7.31
2026-06-11,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,59.63,67.88,144.99,136.29,70,18,663,18579,0.09,120.85,16.32,7.82
2026-06-11,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,15.12,17.21,5.16,4.85,2,1,101,2352,0.15,4.37,0.57,0.22
2026-06-12,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,49.47,56.31,79.91,75.12,47,14,707,20029,0.07,67.76,7.63,4.52
2026-06-12,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,28.7,32.67,21.66,20.36,9,3,410,11611,0.07,18.81,1.79,1.06
2026-06-12,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,38.46,43.78,78.89,74.16,34,11,385,9332,0.1,67.43,7.58,3.88
2026-06-12,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,21.49,24.46,29.44,27.67,13,5,195,4633,0.11,24.5,3.1,1.84
2026-06-12,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,32.33,36.8,49.81,46.82,22,7,808,24581,0.04,41.26,5.66,2.89
2026-06-12,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,50.57,57.56,58.48,54.97,25,8,506,12971,0.1,48.8,5.95,3.73
2026-06-12,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,62.18,70.78,193.38,181.78,96,26,888,24300,0.07,165.97,17.67,9.74
2026-06-12,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,15.55,17.7,7.23,6.8,3,1,120,3105,0.13,6.22,0.69,0.32
2026-06-13,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,42.75,48.66,95.53,89.8,57,14,475,11919,0.09,79.64,11.33,4.56
2026-06-13,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,31.99,36.41,33.33,31.33,12,4,213,4871,0.15,28.2,3.35,1.78
2026-06-13,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,34.43,39.19,62.89,59.12,27,7,574,13060,0.06,54.05,6.33,2.51
2026-06-13,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,24.99,28.45,22.38,21.04,11,3,208,6907,0.12,19.29,2.19,0.9
2026-06-13,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,33.98,38.68,74.03,69.59,34,10,485,14793,0.07,62.14,7.6,4.29
2026-06-13,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,53.51,60.91,89.79,84.4,54,18,669,15093,0.08,74.96,8.84,5.99
2026-06-13,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,59.72,67.98,174.91,164.42,73,19,498,11590,0.12,149.43,15.78,9.7
2026-06-13,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,13.79,15.7,8.59,8.07,4,1,63,1563,0.22,7.22,0.97,0.4
2026-06-14,"Publicação do Instagram: ✨Comente ""BODY"" para receber o link",bodybebe45,Mãe e Bebê,Ativa,45,47.62,54.21,90.19,84.78,50,12,952,22749,0.05,74.02,10.53,5.64
2026-06-14,"Publicação do Instagram: ✨Comente ""GARRAFA"" para receber o link",garrafaterm30,Casa e Decoração,Ativa,30,29.02,33.03,30.8,28.95,11,3,290,6977,0.1,26.55,3.12,1.13
2026-06-14,"Publicação do Instagram: ✨Comente ""HIDRATANTE"" para receber o link",hidratante40,Beleza,Ativa,40,41.74,47.51,57.56,54.11,25,6,417,11616,0.1,49.24,4.98,3.34
2026-06-14,"Publicação do Instagram: ✨Comente ""PINCEIS"" para receber o link",kitpinceis25,Beleza,Pausada,25,27.5,31.3,15.66,14.72,6,2,250,6443,0.11,13.53,1.5,0.63
2026-06-14,"Publicação do Instagram: ✨Comente ""LEGGING"" para receber o link",leggingfit35,Roupas Femininas,Ativa,35,34.94,39.77,38.41,36.11,16,5,349,9129,0.1,32.71,3.7,2.0
2026-06-14,"Publicação do Instagram: ✨Comente ""ORGANIZADOR"" para receber o link",organizador50,Casa e Decoração,Ativa,50,47.39,53.94,107.34,100.9,59,20,527,12807,0.09,92.28,9.36,5.7
2026-06-14,"Publicação do Instagram: ✨Comente ""TAPETE"" para receber o link",tapetesala60,Casa e Decoração,Ativa,60,59.08,67.25,160.46,150.83,80,20,738,22472,0.08,137.55,15.45,7.46
2026-06-14,"Publicação do Instagram: ✨Comente ""TENIS"" para receber o link",tenisinfantil15,Moda Infantil,Pausada,15,16.08,18.3,14.81,13.92,5,2,124,3605,0.13,12.79,1.27,0.75
